unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-02183,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,52d9d5310ec4a8451f4c0abb0d7a911e53ebdfa971f99bc98be91877551bacda,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,soft_polymers_and_bioelectronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",crystal,true
MS-RU-02184,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,3c2a6563d0aaf865eb70f7828b03a030074c2a335cd445fbc2405264e3fefbbf,composition_phase_purity_and_identity,material_identity_or_phase_claim,two_dimensional_and_electronic_materials,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",crystallinity,true
MS-RU-02185,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,9ea9e843d1ec6482b8db92cd64c1eef517df85a05e3d5528e824903d108a1ec4,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,soft_polymers_and_bioelectronic_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure; caption,true
MS-RU-02186,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,f7fef244dbeb7a2d8fa1e5011d0315ba505951b1010ea59535ba108eb31fe828,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,soft_polymers_and_bioelectronic_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",code; figure; label,true
MS-RU-02187,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,c0eb690a3ba01e980cf8067d907f0770aef0bd000463e3ea53e1c34b37c42041,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,two_dimensional_and_electronic_materials,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",methods; page; clarify,true
MS-RU-02188,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,9435d7ca038fb3708fe8820481ee5b1db38a535d8affae41c09f9c931ae00d3f,synthesis_route_and_reproducibility,synthesis_or_processing_claim,soft_polymers_and_bioelectronic_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",condition; processing,true
MS-RU-02189,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,1,ff7be4f71e04582a5703a0e4fd79f6292464e5bd53d52636f1811fe5c663c3ce,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,soft_polymers_and_bioelectronic_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-02190,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,3,d76659fe41e4d475017e16215a9bca1e3187761bc0fe4a58a38295d0d38d8dd7,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,soft_polymers_and_bioelectronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",tem,true
MS-RU-02191,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,3,4f0e162837bb256eaf8625f23aeb31d50f277ad43e92768955f59dad05073f80,reader_logic_and_figure_narrative,presentation_or_cross_field_accessibility_claim,soft_polymers_and_bioelectronic_materials,"Improves the reader-facing evidence narrative by clarifying definitions, figure sequence, and the central claim hierarchy.",A complex materials story may be hard to follow or may ask readers to infer the evidence chain from scattered figures.,"Reviewers ask for clearer definitions, schematic logic, figure sequencing, and separation of major and minor claims.","Clarify the central claim, define terms early, align figures with claims, and move secondary details to supplement if needed.",,true
MS-RU-02192,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,3,254b44f65aadc3394343e94ca7a0fbd53f48afd35528bb2455f59d192d294fef,synthesis_route_and_reproducibility,synthesis_or_processing_claim,soft_polymers_and_bioelectronic_materials,"Requests clearer synthesis, processing, or fabrication details so the claimed material can be reproduced and failure modes understood.",The target material may not be reproducibly accessible from the described route or processing window.,"Reviewers ask for complete synthesis details, batch-to-batch consistency, process windows, yields, and failure cases.","Add full protocols, key parameters, replicate batches, yield/throughput information, and limits of the synthesis route.",condition,true
MS-RU-02193,2025_ncomms_s41467-025-64092-9_peer_review.pdf,10.1038/s41467-025-64092-9,Semi-crystalline and amorphous materials via multi-temperature 3D printing from one formulation,Nature Communications,2025,version_0,3,92dc8426acda48780fd19de9f2bb170de21d9999d2f6f571798ef239544790e1,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,soft_polymers_and_bioelectronic_materials,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure,true
