unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_002823,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002824,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_002825,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002826,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002827,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002828,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002829,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002830,nature_remote_sensing_review_0040,Nature Communications,2025,major_concern,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002831,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002832,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002833,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002834,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,major,"global generalization, novelty claim, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_002835,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Long-term time series, climate variability, and trend interpretation",true
unit_002836,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,major,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002837,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,"figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_002838,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_002839,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_002840,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002841,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002842,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,"uncertainty claim, model performance","Methods, results, discussion structure, and explanatory clarity",true
unit_002843,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002844,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002845,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002846,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002847,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002848,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002849,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_002850,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,figure evidence,"Spatial data, resolution, and product coverage",true
unit_002851,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002852,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002853,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,figure evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_002854,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002855,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002856,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002857,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,moderate,"figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_002858,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002859,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002860,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,minor,"figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_002861,nature_remote_sensing_review_0041,Nature Communications,2025,contribution_assessment,moderate,"trend interpretation, causal or attribution claim, global generalization","Long-term time series, climate variability, and trend interpretation",true
unit_002862,nature_remote_sensing_review_0041,Nature Communications,2025,major_concern,major,causal or attribution claim,"Spatial data, resolution, and product coverage",true
